Approved symbol,class,chr,classic_caf,max_af,exon_score
ADM,noDisorder_0homko,11,0.000007989,0.0000040085,0.598745519713262
ADM2,noDisorder_0homko,22,0.00006534,0.000034855,0.274720357941834
ADM5,noDisorder_0homko,19,0,0,0.012987012987013
ADNP,training_validation_brain_disease,20,0.000023921,0.0000040003,0.91474765790269
ADNP2,noDisorder_0homko,18,0.000084363,0.0000081352,0.552944640753828
ADO,noDisorder_0homko,10,0,0,0.611685116851169
ADORA1,noDisorder_0homko,1,0.000041192,0.0000044652,0.834454638124363
ADORA2A,noDisorder_0homko,22,0.000055867,0.000015918,0.695480225988701
ADORA2B,noDisorder_0homko,17,0.00018736,0.000055795,0.77957957957958
ADORA3,noDisorder_0homko,1,,,0.608568443051202
ADPGK,noDisorder_0homko,15,0.00010839,0.000016029,0.824346076458752
ADPRH,training_validation_dispensable,3,0.0033549,0.002593,0.721880819366853
ADPRHL1,noDisorder_0homko,13,0.0013143,0.00056579,0.82150234741784
ADPRM,noDisorder_0homko,17,0.00021952,0.000095434,0.714868804664723
ADPRS,training_validation_brain_disease,1,0.000076794,0.000012103,0.791300366300366
ADRA1A,noDisorder_0homko,8,0.0004115,0.00019889,0.841113490364026
ADRA1B,noDisorder_0homko,5,0.0000081131,0.0000041359,0.870889315419066
ADRA1D,noDisorder_0homko,20,0.00011617,0.000038837,0.708551483420593
ADRA2A,noDisorder_0homko,10,0,0,0.837625178826896
ADRA2B,noDisorder_0homko,2,,,0.615447154471545
ADRA2C,PMT_noBrain_0homko,4,0,0,0.556515478761699
ADRB1,PMT_Brain_0homko,10,0,0,0.764574616457462
ADRB2,confirmed_noBrain_0homko,5,0,0,0.72536231884058
ADRB3,PMT_noBrain_1homko,8,0.00010589,0.000041765,0.582233088834556
ADRM1,noDisorder_0homko,20,0.0062366,0.0062275,0.85890522875817
ADSL,training_validation_brain_disease,22,0.00014128,0.00001193,0.893883161512028
ADSS1,confirmed_Brain_1homko,14,0.00068873,0.00020933,0.852620087336245
ADSS2,noDisorder_0homko,1,0.000028073,0.0000040808,0.898322392414296
ADTRP,noDisorder_0homko,6,0.000095721,0.000015905,0.535209235209235
AEBP1,confirmed_noBrain_1homko,7,0.0057609,0.0053667,0.578400920333621
AEBP2,noDisorder_0homko,12,0,0,0.836044973544973
AEN,noDisorder_0homko,15,0.00040798,0.00011561,0.538241308793456
AFAP1,noDisorder_0homko,4,0.00012009,0.000008061,0.820839033287734
AFAP1L1,noDisorder_0homko,5,0.00039498,0.000071676,0.834850455136541
AFAP1L2,noDisorder_0homko,10,0.000206,0.00008817,0.751607651607652
AFDN,noDisorder_0homko,6,0.000086269,0.0000097805,0.834604904632153
AFF1,noDisorder_0homko,4,0.00012817,0.00002396,0.565627563576702
AFF2,training_validation_brain_disease,X,0.000066538,0.000011078,0.849491869918699
AFF3,noDisorder_0homko,2,0.000024261,0.000004198,0.780385764737843
AFF4,training_validation_brain_disease,5,0.000035844,0.0000040039,0.965263459335624
AFG1L,noDisorder_0homko,6,0.00071784,0.00025864,0.889419087136929
AFG3L2,training_validation_brain_disease,18,0.0002622,0.000066408,0.847827903091061
AFM,noDisorder_0homko,4,0.0011796,0.00034268,0.296277777777778
AFMID,noDisorder_0homko,17,0.0018104,0.0015391,0.564364035087719
AFP,confirmed_noBrain_0homko,4,0.00029189,0.000068028,0.42431693989071
AFTPH,noDisorder_0homko,2,0.0000039839,0.0000039839,0.857179487179487
AGA,training_validation_brain_disease,4,0.000199,0.000027835,0.717579250720461
AGAP1,noDisorder_0homko,2,0.000040051,0.000011937,0.896270396270396
AGAP2,noDisorder_0homko,12,0.000028446,0.0000045007,0.773636001592991
AGAP3,noDisorder_0homko,7,0.00008446,0.000014399,0.812755847953216
AGAP4,noDisorder_0homko,10,,,0.766424065987385
AGAP5,noDisorder_0homko,10,0.000020536,0.0000080153,0.795682730923695
AGAP6,training_validation_dispensable,10,0.051676,0.046338,0.762248995983936
AGAP9,noDisorder_0homko,10,0,0,0.76044511886697
AGBL1,confirmed_noBrain_1homko,15,,,0.655941770647653
AGBL2,noDisorder_0homko,11,0.0015812,0.00064443,0.587633813215209
AGBL3,noDisorder_0homko,7,0,0,0.618096272167933
AGBL4,noDisorder_0homko,1,0.00012513,0.000024075,0.911772486772487
AGBL5,confirmed_noBrain_0homko,2,0.00052247,0.00022281,0.833671552048102
AGER,noDisorder_0homko,6,0.00085305,0.00024337,0.656049382716049
AGFG1,noDisorder_0homko,2,0.000023906,0.0000079568,0.979040852575488
AGFG2,noDisorder_0homko,7,0.00025667,0.000079585,0.750138312586445
AGGF1,noDisorder_0homko,5,0.00027614,0.000035875,0.788811188811189
AGK,training_validation_brain_disease,7,0.00021304,0.000028219,0.834200157604413
AGL,confirmed_noBrain_0homko,1,0.0010725,0.000063747,0.904587953903022
AGMAT,noDisorder_0homko,1,0.00043881,0.00033916,0.751085930122757
AGMO,noDisorder_0homko,7,0.0061966,0.0047591,0.803587443946188
AGO1,noDisorder_0homko,1,0.000012035,0.0000040768,0.948445998445998
AGO2,noDisorder_0homko,8,0.0000079532,0.0000039766,0.88922480620155
AGO3,noDisorder_0homko,1,0.000023982,0.0000040782,0.971738288811459
AGO4,noDisorder_0homko,1,0.000071981,0.000016185,0.948221191028616
AGPAT1,noDisorder_0homko,6,0.000012182,0.0000040704,0.742488262910798
AGPAT2,confirmed_noBrain_0homko,9,0.00010184,0.000016207,0.589844683393071
AGPAT3,noDisorder_0homko,21,0.000027895,0.000023914,0.887709991158267
AGPAT4,noDisorder_0homko,6,0.000028169,0.0000041083,0.85778364116095
AGPAT5,noDisorder_0homko,8,0.00012463,0.000027866,0.905205479452055
AGPS,confirmed_noBrain_0homko,2,0.000019927,0.0000039994,0.949570055639858
AGR2,noDisorder_0homko,7,0.000075755,0.0000079868,0.859090909090909
AGR3,noDisorder_0homko,7,0.0015662,0.00093284,0.749101796407186
AGRN,confirmed_noBrain_0homko,1,0.00027434,0.000033964,0.606744868035191
AGRP,PMT_noBrain_0homko,16,0.000037226,0.0000079651,0.607769423558897
AGT,confirmed_noBrain_0homko,1,0.00016755,0.000055737,0.459678546470999
AGTPBP1,training_validation_brain_disease,9,0.00014961,0.000028035,0.890600380331432
AGTR1,confirmed_noBrain_0homko,3,0.00014494,0.000016377,0.838888888888889
AGTR2,noDisorder_0homko,X,0.0011475,0.00045366,0.621245421245421
AGTRAP,noDisorder_0homko,1,0.000072244,0.000056158,0.633125
AGXT,training_validation_brain_disease,2,0.00017954,0.000040391,0.604495335029686
AGXT2,PMT_noBrain_1homko,5,0.00059041,0.00010757,0.800388349514563
AHCTF1,noDisorder_0homko,1,0.00069233,0.00062254,0.687516541685046
AHCY,training_validation_brain_disease,20,0.000087555,0.000035795,0.93094688221709
AHCYL1,noDisorder_0homko,1,0.000023958,0.0000040141,0.950470809792844
AHCYL2,noDisorder_0homko,7,0.000040011,0.0000079597,0.90136165577342
AHDC1,training_validation_brain_disease,1,0.0000039952,0.0000039952,0.807211138819618
AHI1,training_validation_brain_disease,6,0.00077007,0.00013626,0.767279309384573
AHNAK,noDisorder_0homko,11,0.00041791,0.000047719,0.350048095965597
AHNAK2,noDisorder_0homko,14,0.00008201,0.00002535,0.0936335403726708
AHR,PMT_noBrain_0homko,7,0.000044495,0.000016349,0.661680408323518
AHRR,noDisorder_0homko,5,0.00011642,0.00001775,0.46251193887297
AHSA1,noDisorder_0homko,14,0.0000039844,0.0000039844,0.865585054080629
AHSG,PMT_Brain_0homko,3,0.00028382,0.00011152,0.391394927536232
AHSP,noDisorder_0homko,16,0.00004773,0.000031817,0.537216828478964
AICDA,confirmed_noBrain_0homko,12,0.000092361,0.000019742,0.884924623115578
AIDA,noDisorder_0homko,1,0.000078256,0.000012109,0.981107491856677
AIF1,training_validation_dispensable,6,0.00038143,0.00032447,0.797972972972973
AIF1L,noDisorder_0homko,9,0.000052627,0.000024489,0.947682119205298
AIFM1,training_validation_brain_disease,X,0.00001092,0.0000054694,0.913517915309446
AIFM2,noDisorder_0homko,10,0.00052521,0.00016859,0.819786096256684
AIFM3,training_validation_dispensable,22,0.00072403,0.00015529,0.881188118811881
AIG1,noDisorder_0homko,6,0.00012138,0.000015948,0.949930264993026
AIM2,noDisorder_0homko,1,0.0002646,0.00010788,0.059593023255814
AIMP1,training_validation_brain_disease,4,0.00014776,0.000031848,0.855271565495208
AIMP2,training_validation_brain_disease,7,0.00013671,0.000048527,0.781100726895119
AIP,training_validation_brain_disease,11,0.000048019,0.000027839,0.785196374622356
AIPL1,confirmed_noBrain_0homko,17,0.00013173,0.00003196,0.704675324675325
AIRE,confirmed_noBrain_0homko,21,0.0016673,0.00074547,0.29957264957265
AJAP1,noDisorder_0homko,1,0,0,0.652346278317152
AJM1,noDisorder_0homko,9,0,0,0.580655066530195
AJUBA,noDisorder_0homko,14,0.000042496,0.000009737,0.72312925170068
AK1,confirmed_noBrain_0homko,9,0.00073909,0.00069068,0.905811965811966
AK2,confirmed_noBrain_0homko,1,0.00010812,0.000019893,0.901111111111111
AK3,noDisorder_0homko,9,0.00012229,0.000023903,0.848391812865497
AK4,noDisorder_0homko,1,0.000012306,0.0000043338,0.783333333333333
AK5,noDisorder_0homko,1,0.000081001,0.00002031,0.879988158673771
AK6,noDisorder_0homko,5,0.000083721,0.000015923,0.915606936416185
AK7,PMT_noBrain_0homko,14,0.00049847,0.000063849,0.722145488029466
AK8,noDisorder_0homko,9,0.00037565,0.000099409,0.688611111111111
AK9,noDisorder_0homko,6,0.0005837,0.000059733,0.650575313807531
AKAIN1,noDisorder_0homko,18,0,0,0.65
AKAP1,noDisorder_0homko,17,0.000099498,0.000011934,0.52179203539823
AKAP3,noDisorder_0homko,12,0.27264,0.13647,0.563661202185792
AKAP4,noDisorder_0homko,X,0.000011467,0.0000059434,0.674424951267056
AKAP5,noDisorder_0homko,14,0.0000079798,0.0000039953,0.413239875389408
AKAP6,noDisorder_0homko,14,0.00011189,0.000008111,0.768060344827586
AKAP7,noDisorder_0homko,6,0.00017171,0.000055924,0.750429799426934
AKAP8,noDisorder_0homko,19,0.000050766,0.000014175,0.643193843193843
AKAP8L,noDisorder_0homko,19,0.000078283,0.000012036,0.839000515198351
AKAP9,PMT_noBrain_0homko,7,0.00081736,0.00019896,0.746374957352439
AKAP10,PMT_Brain_0homko,17,0.000059735,0.000011931,0.912418300653595
AKAP11,noDisorder_0homko,13,0.00008843,0.0000043226,0.690255871012969
AKAP12,noDisorder_0homko,6,0.00015152,0.000011939,0.298392222845392
AKAP13,noDisorder_0homko,15,0.00043049,0.00026644,0.521594408907842
AKAP14,noDisorder_0homko,X,0.0000054726,0.0000054726,0.26969696969697
AKAP17A,noDisorder_0homko,X,0.000032245,0.0000042857,0.687021072796935
AKIP1,noDisorder_0homko,11,0.00023914,0.00011136,0.531595576619273
AKIRIN1,noDisorder_0homko,1,0.0000080645,0.0000040323,0.930742659758204
AKIRIN2,noDisorder_0homko,6,0.000016153,0.0000040951,0.98562091503268
AKNA,noDisorder_0homko,9,0.00024844,0.000055678,0.332106481481481
AKNAD1,noDisorder_0homko,1,0.005147,0.0048526,0.311748307447232
AKR1A1,noDisorder_0homko,1,0.00047755,0.00025851,0.886912065439673
AKR1B1,noDisorder_0homko,7,0.000084189,0.000012217,0.67981072555205
AKR1B10,training_validation_dispensable,7,0.0008291,0.00053024,0.639747634069401
AKR1B15,training_validation_dispensable,7,0.00034718,0.000043854,0.487729468599034
AKR1C1,training_validation_dispensable,10,0.00067788,0.00020332,0.464917695473251
AKR1C2,confirmed_noBrain_0homko,10,0.00092443,0.00048125,0.503909465020576
AKR1C3,training_validation_dispensable,10,0.0022309,0.00047741,0.522222222222222
AKR1C4,PMT_noBrain_0homko,10,0.00040794,0.0000995,0.51738683127572
AKR1D1,confirmed_noBrain_0homko,7,0.00022319,0.000035826,0.709174311926606
AKR1E2,noDisorder_0homko,10,0.0014599,0.00051713,0.531464174454829
AKR7A2,noDisorder_0homko,1,0.00014219,0.000016534,0.747222222222222
AKR7A3,training_validation_dispensable,1,0.00052674,0.000087751,0.775200803212851
AKR7L,noDisorder_0homko,1,0.00011157,0.00009564,0.75448136958711
AKT1,training_validation_brain_disease,14,0.000031992,0.0000079861,0.912474012474013
AKT1S1,noDisorder_0homko,19,0.000023983,0.0000079686,0.794422827496757
AKT2,training_validation_brain_disease,19,0.000039905,0.0000040325,0.843983402489627
AKT3,training_validation_brain_disease,1,0.0000040053,0.0000040053,0.980208333333333
AKTIP,noDisorder_0homko,16,0.000035813,0.000011929,0.923663253697383
ALAD,training_validation_brain_disease,9,0.000084024,0.000011953,0.886002014098691
ALAS1,noDisorder_0homko,3,0.00025932,0.0001356,0.838533541341654
ALAS2,confirmed_noBrain_0homko,X,0,0,0.828401360544218
ALB,confirmed_noBrain_0homko,4,0.00011189,0.000043793,0.485737704918033
ALCAM,noDisorder_0homko,3,0.000049282,0.0000084419,0.93013698630137
ALDH1A1,noDisorder_0homko,9,0.000031993,0.0000040634,0.812483399734396
ALDH1A2,noDisorder_0homko,15,0.000060966,0.0000092175,0.941682723185613
ALDH1A3,confirmed_noBrain_0homko,15,0.000060407,0.0000079558,0.805393112410656
ALDH1B1,training_validation_dispensable,9,0.014526,0.0083808,0.754504504504504
ALDH1L1,training_validation_dispensable,3,0.00090742,0.00033437,0.838981173864895
ALDH1L2,training_validation_dispensable,12,0.0016568,0.00058087,0.890800865800866
ALDH2,confirmed_Brain_1homko,12,0.00050127,0.00025495,0.825933075933076
ALDH3A1,training_validation_dispensable,17,0.0010981,0.00051345,0.594566813509545
ALDH3A2,training_validation_brain_disease,17,0.00026656,0.000059648,0.677846364883402
ALDH3B1,noDisorder_0homko,11,0.99936,0.99926,0.5954513148543
ALDH3B2,noDisorder_0homko,11,0.00073191,0.00042838,0.548877374784111
ALDH4A1,training_validation_brain_disease,1,0.00030618,0.00006767,0.842789598108747
ALDH5A1,training_validation_brain_disease,6,0.00032218,0.000055672,0.735820895522388
ALDH6A1,training_validation_brain_disease,14,0.00023538,0.000051722,0.9306592039801
ALDH7A1,training_validation_brain_disease,5,0.00038398,0.000059651,0.894938271604938
ALDH8A1,noDisorder_0homko,6,0.0002551,0.000039886,0.827527322404372
ALDH9A1,noDisorder_0homko,1,0.00054577,0.00026576,0.786448298008992
ALDH16A1,training_validation_dispensable,19,0.00044487,0.000045117,0.507015359070154
ALDH18A1,training_validation_brain_disease,10,0.00010374,0.000015911,0.894472361809045
ALDOA,training_validation_brain_disease,16,0.000063758,0.0000079648,0.799522673031026
ALDOB,training_validation_brain_disease,9,0.00027071,0.000083555,0.88648401826484
ALDOC,noDisorder_0homko,17,0.000096429,0.000011962,0.90027397260274
ALG1,training_validation_brain_disease,16,0.0002203,0.000016027,0.709534050179211
ALG1L,noDisorder_0homko,3,0.000085402,0.000019977,0.616666666666667
ALG1L2,noDisorder_0homko,3,,,0.716666666666667
ALG2,training_validation_brain_disease,9,0.00024739,0.000059904,0.796642685851319
ALG3,training_validation_brain_disease,3,0.00021204,0.000040191,0.87630979498861
ALG5,noDisorder_0homko,13,0.000047434,0.000014435,0.899897435897436
ALG6,training_validation_brain_disease,1,0.00015192,0.000028118,0.82742782152231
ALG8,training_validation_brain_disease,11,0.00080072,0.00026251,0.897343453510436
ALG9,training_validation_brain_disease,11,0.000080234,0.000012034,0.90430802369413
ALG10,noDisorder_0homko,12,0.00021517,0.00005978,0.808368495077356
ALG10B,PMT_noBrain_0homko,12,0.0012032,0.00067746,0.810126582278481
ALG11,training_validation_brain_disease,13,0.00015963,0.000019883,0.762812711291413
ALG12,training_validation_brain_disease,22,0.00030044,0.000051764,0.715678254942059
ALG13,training_validation_brain_disease,X,0.0000055837,0.0000055837,0.780785002929115
ALG14,training_validation_brain_disease,1,0.00017119,0.000075678,0.71321044546851
ALK,PMT_noBrain_0homko,2,0.0017688,0.0014378,0.795846185482213
ALKAL1,noDisorder_0homko,8,0.00009095,0.000031844,0.506666666666667
ALKAL2,noDisorder_0homko,2,0.000012064,0.000004033,0.635294117647059
ALKBH1,noDisorder_0homko,14,0.00041475,0.00019487,0.748205128205128
ALKBH2,noDisorder_0homko,12,0.00027547,0.000095435,0.631679389312977
ALKBH3,noDisorder_0homko,11,0.0015889,0.00097536,0.7801393728223
ALKBH4,noDisorder_0homko,7,0.000026414,0.0000049101,0.655445544554455
ALKBH5,noDisorder_0homko,17,0.00001208,0.0000040517,0.924303797468354
ALKBH6,training_validation_dispensable,19,0.000049339,0.000024925,0.707116104868914
ALKBH7,noDisorder_0homko,19,0.00012461,0.000047878,0.616966966966967
ALKBH8,training_validation_brain_disease,11,0.000052468,0.000012226,0.74671679197995
ALLC,training_validation_dispensable,2,0.0015248,0.00056163,0.647363945578231
ALMS1,training_validation_brain_disease,2,0.00057041,0.000056118,0.335316222915167
ALOX5,PMT_noBrain_0homko,10,0.00013985,0.000015906,0.879851851851852
ALOX5AP,PMT_Brain_0homko,13,0.000019888,0.0000079561,0.845679012345679
ALOX12,noDisorder_0homko,17,0.00035583,0.000035811,0.665110441767068
ALOX12B,confirmed_noBrain_0homko,17,0.00022795,0.000031811,0.531054131054131
ALOX15,training_validation_dispensable,17,0.00111,0.00016306,0.410558069381599
ALOX15B,noDisorder_0homko,17,0.0014428,0.00050906,0.366666666666667
ALOXE3,confirmed_noBrain_0homko,17,0.00045435,0.00014713,0.627808988764045
ALPG,training_validation_dispensable,2,0.00031005,0.000087537,0.447091932457786
ALPI,noDisorder_0homko,2,0.00095454,0.00042584,0.475614366729679
ALPK1,confirmed_Brain_1homko,4,0.0028518,0.00081362,0.487710843373494
ALPK2,noDisorder_0homko,18,0.0004328,0.00020395,0.285152771380316
ALPK3,confirmed_noBrain_0homko,15,0.00051825,0.000041609,0.458264947245018
ALPL,training_validation_brain_disease,1,0.0001876,0.00002386,0.723492063492064
ALPP,noDisorder_0homko,2,0.00036118,0.000061742,0.519651741293532
ALS2,training_validation_brain_disease,2,0.00071906,0.00041805,0.860896662645758
ALS2CL,training_validation_dispensable,3,0.0029286,0.0016134,0.657442348008386
ALX1,training_validation_brain_disease,12,0.000019946,0.000004034,0.947298674821611
ALX3,training_validation_brain_disease,1,0.000027976,0.0000040663,0.722093023255814
ALX4,training_validation_brain_disease,11,0.000056975,0.000018607,0.92411003236246
ALYREF,noDisorder_0homko,17,0,0,0.852327044025157
AMACR,training_validation_brain_disease,5,0.00006799,0.000011935,0.697302001740644
AMBN,confirmed_noBrain_0homko,4,0.00037234,0.000095643,0.598065476190476
AMBP,noDisorder_0homko,9,0.00051032,0.0001909,0.616241737488196
AMBRA1,noDisorder_0homko,11,0.000077751,0.000033335,0.934140435835351
AMD1,noDisorder_0homko,6,0.000060682,0.000017534,0.99771144278607
AMDHD1,noDisorder_0homko,12,0.00029923,0.000079537,0.841686182669789
AMDHD2,noDisorder_0homko,16,0.00010264,0.000040352,0.769024390243902
AMELX,confirmed_noBrain_0homko,X,0.000027624,0.0000057194,0.9328125
AMELY,noDisorder_0homko,Y,0.00025422,0.0001656,0.966148531951641
AMER1,training_validation_brain_disease,X,0.000045145,0.000011049,0.568163145539906
AMER2,noDisorder_0homko,13,0,0,0.621279761904762
AMER3,noDisorder_0homko,2,0.000032812,0.0000044813,0.344972931167827
AMFR,noDisorder_0homko,16,0.00014793,0.000055714,0.851449275362319
AMH,confirmed_noBrain_0homko,19,0.00017563,0.000028079,0.261081402257873
AMHR2,confirmed_noBrain_0homko,12,0.00025915,0.000039777,0.66335656213705
AMIGO1,noDisorder_0homko,1,0.000007955,0.0000039779,0.561875843454791
AMIGO2,noDisorder_0homko,12,0.000023897,0.0000040048,0.789802421924793
AMIGO3,noDisorder_0homko,3,0.00035238,0.000068227,0.543960396039604
AMMECR1,training_validation_brain_disease,X,0,0,0.988423153692615
AMMECR1L,noDisorder_0homko,2,0.0000039988,0.0000039988,0.991854233654877
AMN,training_validation_brain_disease,14,0.00016004,0.000036919,0.18230543318649
AMN1,noDisorder_0homko,12,0.000041177,0.000020089,0.899356499356499
AMOT,noDisorder_0homko,X,0.000010909,0.000005456,0.85926267281106
AMOTL1,noDisorder_0homko,11,0.00012773,0.000016055,0.804493207941484
AMOTL2,noDisorder_0homko,3,0.00009789,0.000012784,0.693640631668801
AMPD1,confirmed_noBrain_0homko,1,0.001031,0.00032636,0.821364221364221
AMPD2,training_validation_brain_disease,1,0.00018111,0.0000239,0.866868442292171
AMPD3,PMT_noBrain_0homko,11,0.00074087,0.00019088,0.87975117975118
AMPH,noDisorder_0homko,7,0.00012028,0.000015955,0.752107279693487
AMT,training_validation_brain_disease,3,0.00014535,0.000040091,0.80973597359736
AMTN,PMT_noBrain_0homko,4,0.000064059,0.000015943,0.536190476190476
AMY1A,training_validation_dispensable,1,0.00014953,0.0001084,0.7642578125
AMY1B,training_validation_dispensable,1,0,0,0.786328125
