Gene stable ID	Transcript stable ID	Transcript stable ID version	HGNC ID	HGNC symbol	Gene start (bp)	Gene end (bp)	Transcription start site (TSS)	GENCODE basic annotation	APPRIS annotation	RefSeq match transcript	Transcript start (bp)	Transcript end (bp)
ENSG00000226313	ENST00000440559	ENST00000440559.1	HGNC:51963	MTCYBP12	5169512	5170645	5169512	GENCODE basic			5169512	5170645
ENSG00000238193	ENST00000434972	ENST00000434972.1	HGNC:54887	HADHBP1	5305714	5307128	5307128	GENCODE basic			5305714	5307128
ENSG00000201660	ENST00000364790	ENST00000364790.1			5410122	5410251	5410122	GENCODE basic			5410122	5410251
ENSG00000236120	ENST00000444185	ENST00000444185.5			5653418	5726326	5725957	GENCODE basic			5653421	5725957
ENSG00000236120	ENST00000422914	ENST00000422914.2			5653418	5726326	5726326				5653418	5726326
ENSG00000236120	ENST00000666122	ENST00000666122.1			5653418	5726326	5726326				5719171	5726326
ENSG00000236120	ENST00000667403	ENST00000667403.1			5653418	5726326	5726325	GENCODE basic			5719171	5726325
ENSG00000146938	ENST00000477079	ENST00000477079.1	HGNC:14287	NLGN4X	5840637	6228867	5903353				5840637	5903353
ENSG00000146938	ENST00000381095	ENST00000381095.8	HGNC:14287	NLGN4X	5840637	6228867	6228867	GENCODE basic	alternative1	NM_181332.3	5890042	6228867
ENSG00000146938	ENST00000275857	ENST00000275857.10	HGNC:14287	NLGN4X	5840637	6228867	6227847	GENCODE basic	alternative1		5890278	6227847
ENSG00000146938	ENST00000538097	ENST00000538097.6	HGNC:14287	NLGN4X	5840637	6228867	6151466	GENCODE basic	principal4		5892204	6151466
ENSG00000146938	ENST00000381092	ENST00000381092.1	HGNC:14287	NLGN4X	5840637	6228867	6228615	GENCODE basic	alternative1		5892205	6228615
ENSG00000146938	ENST00000469740	ENST00000469740.1	HGNC:14287	NLGN4X	5840637	6228867	6226765				6151009	6226765
ENSG00000146938	ENST00000483337	ENST00000483337.1	HGNC:14287	NLGN4X	5840637	6228867	6187038				6151290	6187038
ENSG00000146938	ENST00000381093	ENST00000381093.6	HGNC:14287	NLGN4X	5840637	6228867	6227203	GENCODE basic	alternative1		5890032	6227203
ENSG00000252291	ENST00000516482	ENST00000516482.1			6061644	6061749	6061749	GENCODE basic			6061644	6061749
ENSG00000265284	ENST00000579149	ENST00000579149.1	HGNC:41542	MIR4770	6383906	6383963	6383963	GENCODE basic			6383906	6383963
ENSG00000237730	ENST00000437297	ENST00000437297.1	HGNC:36531	RPS5P8	6422092	6422701	6422701	GENCODE basic			6422092	6422701
ENSG00000169059	ENST00000381089	ENST00000381089.7	HGNC:18159	VCX3A	6533618	6535118	6535118	GENCODE basic	principal4	NM_016379.4	6533618	6535118
ENSG00000169059	ENST00000398729	ENST00000398729.1	HGNC:18159	VCX3A	6533618	6535118	6535118	GENCODE basic	alternative2		6533745	6535118
ENSG00000169059	ENST00000612369	ENST00000612369.4	HGNC:18159	VCX3A	6533618	6535118	6535118	GENCODE basic	alternative2		6533618	6535118
ENSG00000130021	ENST00000438499	ENST00000438499.1	HGNC:16818	PUDP	6667865	7148158	6721544				6667865	6721544
ENSG00000130021	ENST00000655425	ENST00000655425.1	HGNC:16818	PUDP	6667865	7148158	7077423				6706343	7077423
ENSG00000130021	ENST00000381077	ENST00000381077.10	HGNC:16818	PUDP	6667865	7148158	7148153	GENCODE basic	principal1	NM_012080.5	7048920	7148153
ENSG00000130021	ENST00000412827	ENST00000412827.6	HGNC:16818	PUDP	6667865	7148158	7148153	GENCODE basic			7049518	7148153
ENSG00000130021	ENST00000424830	ENST00000424830.6	HGNC:16818	PUDP	6667865	7148158	7148158	GENCODE basic			7049763	7148158
ENSG00000130021	ENST00000486446	ENST00000486446.3	HGNC:16818	PUDP	6667865	7148158	7148125	GENCODE basic			7057707	7148125
ENSG00000130021	ENST00000498474	ENST00000498474.2	HGNC:16818	PUDP	6667865	7148158	7148152				7084751	7148152
ENSG00000237490	ENST00000463344	ENST00000463344.1	HGNC:36877	RPS27AP17	6989329	6989783	6989329	GENCODE basic			6989329	6989783
ENSG00000228550	ENST00000447553	ENST00000447553.1			7113005	7113404	7113404	GENCODE basic			7113005	7113404
ENSG00000101846	ENST00000664306	ENST00000664306.2	HGNC:11425	STS	7147237	7804358	7147237				7147237	7804358
ENSG00000101846	ENST00000666110	ENST00000666110.2	HGNC:11425	STS	7147237	7804358	7147291	GENCODE basic	principal3		7147291	7354626
ENSG00000101846	ENST00000674429	ENST00000674429.1	HGNC:11425	STS	7147237	7804358	7147712	GENCODE basic	alternative2	NM_001320752.2	7147712	7354641
ENSG00000101846	ENST00000660000	ENST00000660000.2	HGNC:11425	STS	7147237	7804358	7147977	GENCODE basic			7147977	7453758
ENSG00000101846	ENST00000658154	ENST00000658154.1	HGNC:11425	STS	7147237	7804358	7147977				7147977	7517075
ENSG00000101846	ENST00000217961	ENST00000217961.5	HGNC:11425	STS	7147237	7804358	7219456	GENCODE basic	principal3		7219456	7354810
ENSG00000101846	ENST00000674499	ENST00000674499.1	HGNC:11425	STS	7147237	7804358	7219431	GENCODE basic	alternative2		7219431	7354641
ENSG00000264268	ENST00000582827	ENST00000582827.1	HGNC:41548	MIR4767	7147860	7147937	7147860	GENCODE basic			7147860	7147937
ENSG00000279682	ENST00000625074	ENST00000625074.1			7489659	7491199	7489659	GENCODE basic			7489659	7491199
ENSG00000182583	ENST00000381059	ENST00000381059.7	HGNC:12667	VCX	7842262	7844143	7842262	GENCODE basic	principal1		7842262	7844143
ENSG00000182583	ENST00000341408	ENST00000341408.5	HGNC:12667	VCX	7842262	7844143	7843088	GENCODE basic			7843088	7844016
ENSG00000182583	ENST00000620630	ENST00000620630.1	HGNC:12667	VCX	7842262	7844143	7842262	GENCODE basic			7842262	7844143
ENSG00000274923	ENST00000616145	ENST00000616145.1			7896514	7896722	7896722	GENCODE basic			7896514	7896722
ENSG00000006757	ENST00000381042	ENST00000381042.9	HGNC:24887	PNPLA4	7898247	7927739	7927413	GENCODE basic	principal1	NM_004650.3	7898247	7927413
ENSG00000006757	ENST00000442940	ENST00000442940.1	HGNC:24887	PNPLA4	7898247	7927739	7927739				7902049	7927739
ENSG00000006757	ENST00000537427	ENST00000537427.5	HGNC:24887	PNPLA4	7898247	7927739	7927739	GENCODE basic			7898763	7927739
ENSG00000006757	ENST00000444736	ENST00000444736.5	HGNC:24887	PNPLA4	7898247	7927739	7927739	GENCODE basic	principal1		7898763	7927739
ENSG00000285679	ENST00000659022	ENST00000659022.1			7928443	8374386	7928443	GENCODE basic			7928443	8374386
ENSG00000285679	ENST00000655333	ENST00000655333.1			7928443	8374386	7928946				7928946	8018494
ENSG00000285679	ENST00000422160	ENST00000422160.1			7928443	8374386	8007378				8007378	8018160
ENSG00000285679	ENST00000649338	ENST00000649338.1			7928443	8374386	8045186	GENCODE basic			8045186	8231386
ENSG00000207628	ENST00000384896	ENST00000384896.3	HGNC:32907	MIR651	8126965	8127061	8126965	GENCODE basic			8126965	8127061
ENSG00000177504	ENST00000317103	ENST00000317103.5	HGNC:18158	VCX2	8169944	8171267	8171267	GENCODE basic	principal1	NM_016378.3	8169944	8171267
ENSG00000205642	ENST00000381032	ENST00000381032.6	HGNC:31838	VCX3B	8464830	8466510	8464830	GENCODE basic	principal4	NM_001001888.4	8464830	8466510
ENSG00000205642	ENST00000453306	ENST00000453306.4	HGNC:31838	VCX3B	8464830	8466510	8464830	GENCODE basic			8464830	8466383
ENSG00000205642	ENST00000381029	ENST00000381029.4	HGNC:31838	VCX3B	8464830	8466510	8465426	GENCODE basic	alternative2		8465426	8466469
ENSG00000205642	ENST00000444481	ENST00000444481.3	HGNC:31838	VCX3B	8464830	8466510	8464830	GENCODE basic			8464830	8466510
ENSG00000287171	ENST00000670272	ENST00000670272.1			8487165	8504564	8504564	GENCODE basic			8487165	8504564
ENSG00000011201	ENST00000262648	ENST00000262648.8	HGNC:6211	ANOS1	8528874	8732137	8732137	GENCODE basic	principal1	NM_000216.4	8528874	8732137
ENSG00000011201	ENST00000481896	ENST00000481896.1	HGNC:6211	ANOS1	8528874	8732137	8536936				8535181	8536936
ENSG00000011201	ENST00000488294	ENST00000488294.1	HGNC:6211	ANOS1	8528874	8732137	8570650				8565806	8570650
ENSG00000225574	ENST00000437611	ENST00000437611.1	HGNC:44334	DRAXINP1	8783514	8784461	8784461	GENCODE basic			8783514	8784461
ENSG00000183304	ENST00000381003	ENST00000381003.7	HGNC:18403	FAM9A	8790795	8801383	8801383	GENCODE basic	principal1	NM_174951.3	8790795	8801383
ENSG00000183304	ENST00000543214	ENST00000543214.1	HGNC:18403	FAM9A	8790795	8801383	8801337	GENCODE basic	principal1		8790795	8801337
ENSG00000231619	ENST00000422795	ENST00000422795.1	HGNC:54888	ANAPC15P1	8856665	8857059	8857059	GENCODE basic			8856665	8857059
ENSG00000229012	ENST00000440430	ENST00000440430.1			8863861	8867601	8867601	GENCODE basic			8863861	8867601
ENSG00000285896	ENST00000650341	ENST00000650341.1			8897642	8927153	8927153	GENCODE basic			8897642	8927153
ENSG00000225271	ENST00000436419	ENST00000436419.1	HGNC:54890	NOLC1P1	8980425	8982505	8982505	GENCODE basic			8980425	8982505
ENSG00000177138	ENST00000362066	ENST00000362066.7	HGNC:18404	FAM9B	9024232	9295682	9033310	GENCODE basic			9024232	9033310
ENSG00000177138	ENST00000327220	ENST00000327220.10	HGNC:18404	FAM9B	9024232	9295682	9034127	GENCODE basic	principal1	NM_205849.3	9024232	9034127
ENSG00000177138	ENST00000651278	ENST00000651278.1	HGNC:18404	FAM9B	9024232	9295682	9295682	GENCODE basic	principal1		9025077	9295682
ENSG00000177138	ENST00000472522	ENST00000472522.6	HGNC:18404	FAM9B	9024232	9295682	9164606	GENCODE basic	principal1		9025105	9164606
ENSG00000177138	ENST00000461107	ENST00000461107.5	HGNC:18404	FAM9B	9024232	9295682	9164639				9025105	9164639
ENSG00000177138	ENST00000494744	ENST00000494744.1	HGNC:18404	FAM9B	9024232	9295682	9163201				9160614	9163201
ENSG00000177138	ENST00000428477	ENST00000428477.1	HGNC:18404	FAM9B	9024232	9295682	9033075	GENCODE basic	principal1		9024995	9033075
ENSG00000200852	ENST00000363982	ENST00000363982.1	HGNC:43399	RNA5SP499	9133828	9133946	9133828	GENCODE basic			9133828	9133946
ENSG00000219870	ENST00000434191	ENST00000434191.1	HGNC:42020	BRK1P1	9179385	9179606	9179385	GENCODE basic			9179385	9179606
ENSG00000228543	ENST00000432442	ENST00000432442.1			9249920	9275206	9249920	GENCODE basic			9249920	9275206
ENSG00000232111	ENST00000416620	ENST00000416620.2			9402751	9404802	9402751	GENCODE basic			9402751	9404802
ENSG00000282306	ENST00000633785	ENST00000633785.1			9404954	9405731	9404954	GENCODE basic			9404954	9405731
ENSG00000282501	ENST00000631601	ENST00000631601.1			9406025	9406778	9406025	GENCODE basic			9406025	9406778
ENSG00000282358	ENST00000631952	ENST00000631952.1			9406952	9407708	9406952	GENCODE basic			9406952	9407708
ENSG00000282668	ENST00000633241	ENST00000633241.1			9407861	9408638	9407861	GENCODE basic			9407861	9408638
ENSG00000282299	ENST00000631993	ENST00000631993.1			9408818	9409571	9408818	GENCODE basic			9408818	9409571
ENSG00000282697	ENST00000633298	ENST00000633298.1			9409748	9410501	9409748	GENCODE basic			9409748	9410501
ENSG00000282222	ENST00000632688	ENST00000632688.1			9410789	9411545	9410789	GENCODE basic			9410789	9411545
ENSG00000281955	ENST00000631611	ENST00000631611.1			9411701	9412478	9411701	GENCODE basic			9411701	9412478
ENSG00000281941	ENST00000631903	ENST00000631903.1			9412772	9413522	9412772	GENCODE basic			9412772	9413522
ENSG00000282300	ENST00000632293	ENST00000632293.1			9413816	9414569	9413816	GENCODE basic			9413816	9414569
ENSG00000101849	ENST00000441088	ENST00000441088.5	HGNC:11585	TBL1X	9463295	9741037	9463320				9463320	9654288
ENSG00000101849	ENST00000380961	ENST00000380961.5	HGNC:11585	TBL1X	9463295	9741037	9463329	GENCODE basic	principal4		9463329	9718862
ENSG00000101849	ENST00000415293	ENST00000415293.5	HGNC:11585	TBL1X	9463295	9741037	9463331				9463331	9688037
ENSG00000101849	ENST00000645353	ENST00000645353.2	HGNC:11585	TBL1X	9463295	9741037	9465058	GENCODE basic		NM_005647.4	9465058	9719740
ENSG00000101849	ENST00000422314	ENST00000422314.5	HGNC:11585	TBL1X	9463295	9741037	9465294				9465294	9684118
ENSG00000101849	ENST00000645686	ENST00000645686.1	HGNC:11585	TBL1X	9463295	9741037	9530983	GENCODE basic			9530983	9719397
ENSG00000101849	ENST00000646640	ENST00000646640.1	HGNC:11585	TBL1X	9463295	9741037	9531006	GENCODE basic			9531006	9719723
ENSG00000101849	ENST00000647172	ENST00000647172.1	HGNC:11585	TBL1X	9463295	9741037	9531039				9531039	9688149
ENSG00000101849	ENST00000452824	ENST00000452824.5	HGNC:11585	TBL1X	9463295	9741037	9534943				9534943	9684070
ENSG00000101849	ENST00000647060	ENST00000647060.1	HGNC:11585	TBL1X	9463295	9741037	9560465	GENCODE basic	alternative2		9560465	9741037
ENSG00000101849	ENST00000497555	ENST00000497555.1	HGNC:11585	TBL1X	9463295	9741037	9639820				9639820	9645395
ENSG00000101849	ENST00000424279	ENST00000424279.5	HGNC:11585	TBL1X	9463295	9741037	9463295	GENCODE basic	principal4		9463295	9719740
ENSG00000101849	ENST00000407597	ENST00000407597.6	HGNC:11585	TBL1X	9463295	9741037	9463295	GENCODE basic			9463295	9719740
ENSG00000101850	ENST00000467482	ENST00000467482.6	HGNC:20145	GPR143	9725346	9786297	9765847	GENCODE basic	principal1	NM_000273.3	9725346	9765847
ENSG00000101850	ENST00000487206	ENST00000487206.1	HGNC:20145	GPR143	9725346	9786297	9739719				9738229	9739719
ENSG00000101850	ENST00000447366	ENST00000447366.5	HGNC:20145	GPR143	9725346	9786297	9786297				9739552	9786297
ENSG00000101850	ENST00000431126	ENST00000431126.1	HGNC:20145	GPR143	9725346	9786297	9766189				9743565	9766189
ENSG00000101850	ENST00000480178	ENST00000480178.1	HGNC:20145	GPR143	9725346	9786297	9759394				9747833	9759394
ENSG00000146950	ENST00000380913	ENST00000380913.8	HGNC:630	SHROOM2	9786429	9949443	9786429	GENCODE basic	principal1	NM_001649.4	9786429	9949443
ENSG00000146950	ENST00000493668	ENST00000493668.1	HGNC:630	SHROOM2	9786429	9949443	9898145				9898145	9937146
ENSG00000146950	ENST00000452575	ENST00000452575.1	HGNC:630	SHROOM2	9786429	9949443	9912683				9912683	9946708
ENSG00000146950	ENST00000418909	ENST00000418909.6	HGNC:630	SHROOM2	9786429	9949443	9912434	GENCODE basic			9912434	9949441
ENSG00000215319	ENST00000400019	ENST00000400019.2	HGNC:51465	EIF5P1	9818239	9819469	9819469	GENCODE basic			9818239	9819469
ENSG00000230326	ENST00000432945	ENST00000432945.1	HGNC:39377	HMGN1P33	9865093	9865543	9865543	GENCODE basic			9865093	9865543
ENSG00000206844	ENST00000384117	ENST00000384117.1			9874601	9874701	9874701	GENCODE basic			9874601	9874701
ENSG00000234469	ENST00000445307	ENST00000445307.4	HGNC:51259	CLDN34	9967358	9968352	9967358	GENCODE basic	principal1	NM_001195081.2	9967358	9968352
ENSG00000047644	ENST00000380861	ENST00000380861.9	HGNC:29237	WWC3	10015254	10144474	10015254	GENCODE basic	principal1	NM_015691.4	10015254	10144474
ENSG00000047644	ENST00000466248	ENST00000466248.1	HGNC:29237	WWC3	10015254	10144474	10015795				10015795	10016862
ENSG00000225076	ENST00000430057	ENST00000430057.1	HGNC:41236	WWC3-AS1	10024842	10038654	10038654	GENCODE basic			10024842	10038654
ENSG00000202469	ENST00000365599	ENST00000365599.1			10061222	10061323	10061222	GENCODE basic			10061222	10061323
ENSG00000073464	ENST00000380833	ENST00000380833.9	HGNC:2022	CLCN4	10156975	10237660	10156975	GENCODE basic	principal1	NM_001830.4	10156975	10237660
ENSG00000073464	ENST00000380829	ENST00000380829.5	HGNC:2022	CLCN4	10156975	10237660	10158448	GENCODE basic			10158448	10233697
ENSG00000073464	ENST00000421085	ENST00000421085.7	HGNC:2022	CLCN4	10156975	10237660	10158478	GENCODE basic			10158478	10234773
ENSG00000073464	ENST00000675769	ENST00000675769.1	HGNC:2022	CLCN4	10156975	10237660	10158481				10158481	10234746
ENSG00000073464	ENST00000675144	ENST00000675144.1	HGNC:2022	CLCN4	10156975	10237660	10158496				10158496	10234633
ENSG00000073464	ENST00000674669	ENST00000674669.1	HGNC:2022	CLCN4	10156975	10237660	10158500	GENCODE basic			10158500	10233720
ENSG00000073464	ENST00000454850	ENST00000454850.1	HGNC:2022	CLCN4	10156975	10237660	10158532				10158532	10206719
ENSG00000073464	ENST00000674959	ENST00000674959.1	HGNC:2022	CLCN4	10156975	10237660	10186361				10186361	10187916
ENSG00000227042	ENST00000454113	ENST00000454113.1			10242339	10365323	10242339	GENCODE basic			10242339	10365323
ENSG00000101871	ENST00000453318	ENST00000453318.6	HGNC:7095	MID1	10445310	10833654	10677739	GENCODE basic	principal1		10445310	10677739
ENSG00000101871	ENST00000380779	ENST00000380779.5	HGNC:7095	MID1	10445310	10833654	10576955	GENCODE basic	principal1		10445556	10576955
ENSG00000101871	ENST00000380780	ENST00000380780.5	HGNC:7095	MID1	10445310	10833654	10589909	GENCODE basic	principal1		10445556	10589909
ENSG00000101871	ENST00000317552	ENST00000317552.9	HGNC:7095	MID1	10445310	10833654	10620585	GENCODE basic	principal1	NM_000381.4	10445556	10620585
ENSG00000101871	ENST00000380785	ENST00000380785.5	HGNC:7095	MID1	10445310	10833654	10833643	GENCODE basic	principal1		10445556	10833643
ENSG00000101871	ENST00000380787	ENST00000380787.5	HGNC:7095	MID1	10445310	10833654	10833654	GENCODE basic	principal1		10445556	10833654
ENSG00000101871	ENST00000380782	ENST00000380782.6	HGNC:7095	MID1	10445310	10833654	10620419	GENCODE basic			10448106	10620419
ENSG00000101871	ENST00000675073	ENST00000675073.1	HGNC:7095	MID1	10445310	10833654	10567603				10449212	10567603
ENSG00000101871	ENST00000674917	ENST00000674917.1	HGNC:7095	MID1	10445310	10833654	10565072				10449390	10565072
ENSG00000101871	ENST00000479925	ENST00000479925.1	HGNC:7095	MID1	10445310	10833654	10460042				10449464	10460042
ENSG00000101871	ENST00000413894	ENST00000413894.5	HGNC:7095	MID1	10445310	10833654	10677687				10455075	10677687
ENSG00000101871	ENST00000616003	ENST00000616003.4	HGNC:7095	MID1	10445310	10833654	10567603	GENCODE basic			10469265	10567603
ENSG00000101871	ENST00000675358	ENST00000675358.1	HGNC:7095	MID1	10445310	10833654	10565111				10482480	10565111
ENSG00000101871	ENST00000610939	ENST00000610939.1	HGNC:7095	MID1	10445310	10833654	10567603				10505345	10567603
ENSG00000207202	ENST00000384473	ENST00000384473.1	HGNC:47763	RNU6-800P	10582817	10582919	10582817	GENCODE basic			10582817	10582919
ENSG00000234129	ENST00000608176	ENST00000608176.5			10847578	11111220	11111109				10847877	11111109
ENSG00000234129	ENST00000608576	ENST00000608576.5			10847578	11111220	11111138	GENCODE basic			10963371	11111138
ENSG00000234129	ENST00000433747	ENST00000433747.6			10847578	11111220	11111114				10969891	11111114
ENSG00000234129	ENST00000608916	ENST00000608916.1			10847578	11111220	11111141				11038539	11111141
ENSG00000234129	ENST00000658066	ENST00000658066.1			10847578	11111220	11111145				10859998	11111145
ENSG00000234129	ENST00000669054	ENST00000669054.1			10847578	11111220	11111220	GENCODE basic			10847578	11111220
ENSG00000004961	ENST00000321143	ENST00000321143.8	HGNC:4837	HCCS	11111301	11123086	11111301	GENCODE basic	principal1		11111301	11123078
ENSG00000004961	ENST00000380763	ENST00000380763.7	HGNC:4837	HCCS	11111301	11123086	11111342	GENCODE basic	principal1		11111342	11121879
ENSG00000004961	ENST00000380762	ENST00000380762.5	HGNC:4837	HCCS	11111301	11123086	11111332	GENCODE basic	principal1	NM_005333.5	11111332	11123086
ENSG00000207151	ENST00000384422	ENST00000384422.1			11116092	11116193	11116193	GENCODE basic			11116092	11116193
ENSG00000047648	ENST00000657361	ENST00000657361.1	HGNC:676	ARHGAP6	11117651	11665920	11266004	GENCODE basic	alternative2		11117651	11266004
ENSG00000047648	ENST00000380736	ENST00000380736.5	HGNC:676	ARHGAP6	11117651	11665920	11427773	GENCODE basic	alternative2		11137543	11427773
ENSG00000047648	ENST00000303025	ENST00000303025.10	HGNC:676	ARHGAP6	11117651	11665920	11265975	GENCODE basic	alternative2		11137544	11265975
ENSG00000047648	ENST00000495242	ENST00000495242.5	HGNC:676	ARHGAP6	11117651	11665920	11665701				11137544	11665701
ENSG00000047648	ENST00000337414	ENST00000337414.9	HGNC:676	ARHGAP6	11117651	11665920	11665920	GENCODE basic	principal4	NM_013427.3	11137544	11665920
ENSG00000047648	ENST00000489330	ENST00000489330.6	HGNC:676	ARHGAP6	11117651	11665920	11665083				11137547	11665083
ENSG00000047648	ENST00000380717	ENST00000380717.7	HGNC:676	ARHGAP6	11117651	11665920	11290478				11143397	11290478
ENSG00000047648	ENST00000380718	ENST00000380718.1	HGNC:676	ARHGAP6	11117651	11665920	11665701	GENCODE basic	alternative2		11143397	11665701
