Gene stable ID	Karyotype band	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	HGNC ID	HGNC symbol
ENSG00000201674	q23	X	113944186	113944399		
ENSG00000207220	q23	X	113949917	113950082	HGNC:48399	RNU1-57P
ENSG00000240327	q23	X	113976341	113976633	HGNC:46109	RN7SL93P
ENSG00000212611	q23	X	114017033	114017102		
ENSG00000288595	q23	X	114040388	114055778		
ENSG00000230502	q23	X	114388988	114389155		
ENSG00000271686	q23	X	114389135	114389954		
ENSG00000226547	q23	X	114390674	114391256	HGNC:43620	SSU72P1
ENSG00000147246	q23	X	114584078	114910061	HGNC:5295	HTR2C
ENSG00000224664	q23	X	114589620	114589935	HGNC:36517	RPL36AP53
ENSG00000208839	q23	X	114630797	114630924	HGNC:32625	SNORA35
ENSG00000212100	q23	X	114639435	114639519	HGNC:37306	MIR764
ENSG00000222321	q23	X	114651544	114651623	HGNC:35396	MIR1912
ENSG00000276158	q23	X	114652655	114652723	HGNC:35246	MIR1264
ENSG00000221710	q23	X	114715233	114715344	HGNC:35258	MIR1298
ENSG00000222715	q23	X	114763184	114763263	HGNC:35395	MIR1911
ENSG00000224773	q23	X	114774828	114776775	HGNC:44922	HSPA8P7
ENSG00000199001	q23	X	114823454	114823564	HGNC:26069	MIR448
ENSG00000270413	q23	X	114900359	114900574		
ENSG00000123496	q23	X	115003975	115019977	HGNC:5975	IL13RA2
ENSG00000222122	q23	X	115032427	115032533	HGNC:47611	RNU6-648P
ENSG00000238223	q23	X	115063936	115064794		
ENSG00000236080	q23	X	115069237	115069846	HGNC:38017	YAP1P2
ENSG00000130224	q23	X	115110616	115234096	HGNC:29292	LRCH2
ENSG00000271907	q23	X	115126316	115126444	HGNC:52202	SNORA35B
ENSG00000212241	q23	X	115139030	115139123		
ENSG00000175718	q23	X	115189410	115192868	HGNC:26859	RBMXL3
ENSG00000235656	q23	X	115198432	115198749	HGNC:36856	RPL36P18
ENSG00000102021	q23	X	115289715	115307563	HGNC:24971	LUZP4
ENSG00000274374	q23	X	115424064	115425600		
ENSG00000271021	q23	X	115454733	115455194		
ENSG00000271826	q23	X	115518182	115562731	HGNC:50343	PLS3-AS1
ENSG00000252441	q23	X	115545637	115545717		
ENSG00000102024	q23	X	115561174	115650861	HGNC:9091	PLS3
ENSG00000270431	q23	X	115659713	115660022		
ENSG00000227881	q23	X	115664895	115666133	HGNC:768	ASS1P5
ENSG00000235244	q23	X	115694880	115969130	HGNC:50862	DANT2
ENSG00000234785	q23	X	115702811	115704120	HGNC:44560	EEF1GP5
ENSG00000228532	q23	X	115718942	115719229		
ENSG00000229335	q23	X	115840964	115843050	HGNC:50863	DANT1
ENSG00000266828	q23	X	115992466	115992773	HGNC:46728	RN7SL712P
ENSG00000231371	q23	X	116043483	116044418	HGNC:33496	AKR1B1P8
ENSG00000234558	q23	X	116106921	116108430	HGNC:595	API5P1
ENSG00000180772	q23	X	116170744	116174974	HGNC:338	AGTR2
ENSG00000207033	q23	X	116400848	116400953	HGNC:47117	RNU6-154P
ENSG00000268104	q23	X	116436606	116461458	HGNC:11047	SLC6A14
ENSG00000204019	q23	X	116461686	116462976	HGNC:33494	CT83
ENSG00000236077	q23	X	116669810	116680303	HGNC:54529	SLC6A14P1
ENSG00000237860	q23	X	116688870	116690185	HGNC:54530	SLC6A14P2
ENSG00000230159	q23	X	116692910	116694188		
ENSG00000224217	q23	X	116748530	116748877		
ENSG00000206752	q23	X	116850839	116850945	HGNC:48286	RNU6-1323P
ENSG00000213526	q23	X	116963049	116963676	HGNC:42927	SETP8
ENSG00000238066	q23	X	117397938	117398206		
ENSG00000224314	q23	X	117399452	117400081		
ENSG00000279587	q24	X	117894632	117895683		
ENSG00000003096	q24	X	117897813	118117340	HGNC:22931	KLHL13
ENSG00000200291	q24	X	117914244	117914345		
ENSG00000237458	q24	X	118128748	118129018	HGNC:42331	TUBB4BP3
ENSG00000234524	q24	X	118146063	118146561	HGNC:35840	RPL12P43
ENSG00000270619	q24	X	118278159	118283367		
ENSG00000131725	q24	X	118346073	118449961	HGNC:30512	WDR44
ENSG00000221463	q24	X	118386394	118386471	HGNC:35350	MIR1277
ENSG00000147251	q24	X	118495898	118686163	HGNC:23483	DOCK11
ENSG00000206862	q24	X	118569405	118569515		
ENSG00000230399	q24	X	118632375	118634218	HGNC:39583	RBBP8P1
ENSG00000131724	q24	X	118727133	118794535	HGNC:5974	IL13RA1
ENSG00000239182	q24	X	118738055	118738182		
ENSG00000250995	q24	X	118769796	118770857		
ENSG00000174460	q24	X	118823824	118826968	HGNC:27273	ZCCHC12
ENSG00000203650	q24	X	118839539	118919669	HGNC:50344	LINC01285
ENSG00000224341	q24	X	118877886	118879185		
ENSG00000231270	q24	X	118938153	118939134		
ENSG00000175556	q24	X	118974614	119018355	HGNC:21152	LONRF3
ENSG00000277535	q24	X	119073226	119076373		
ENSG00000250423	q24	X	119078635	119150579	HGNC:29218	KIAA1210
ENSG00000227864	q24	X	119186442	119186829	HGNC:43933	ARL5AP1
ENSG00000230170	q24	X	119220782	119221742	HGNC:39546	HNRNPA1P28
ENSG00000270625	q24	X	119222564	119223245		
ENSG00000101856	q24	X	119236245	119244466	HGNC:16090	PGRMC1
ENSG00000214992	q24	X	119249346	119257667	HGNC:38514	AKAP17BP
ENSG00000230392	q24	X	119291529	119335610		
ENSG00000226661	q24	X	119356301	119393595		
ENSG00000227814	q24	X	119379712	119380104	HGNC:29739	MRPS17P9
ENSG00000077713	q24	X	119399336	119454478	HGNC:30557	SLC25A43
ENSG00000237903	q24	X	119422917	119423547		
ENSG00000207175	q24	X	119423742	119423905	HGNC:48409	RNU1-67P
ENSG00000266420	q24	X	119434519	119434820	HGNC:46134	RN7SL118P
ENSG00000252147	q24	X	119456558	119456658	HGNC:50891	RNY3P16
ENSG00000224281	q24	X	119465986	119469128	HGNC:43438	SLC25A5-AS1
ENSG00000005022	q24	X	119468422	119471396	HGNC:10991	SLC25A5
ENSG00000018610	q24	X	119538149	119565409	HGNC:26239	CXorf56
ENSG00000077721	q24	X	119574536	119591083	HGNC:12472	UBE2A
ENSG00000186416	q24	X	119588337	119606443	HGNC:19374	NKRF
ENSG00000125354	q24	X	119615724	119693370	HGNC:15848	SEPTIN6
ENSG00000211578	q24	X	119646738	119646848	HGNC:33139	MIR766
ENSG00000279601	q24	X	119693568	119696059		
ENSG00000187808	q24	X	119758588	119760202	HGNC:32960	SOWAHD
ENSG00000198918	q24	X	119786504	119791630	HGNC:10350	RPL39
ENSG00000206622	q24	X	119787353	119787484	HGNC:10226	SNORA69
ENSG00000286366	q24	X	119791971	119810949		
ENSG00000125351	q24	X	119805311	119852998	HGNC:20439	UPF3B
ENSG00000125352	q24	X	119870475	119871733	HGNC:12974	RNF113A
ENSG00000125356	q24	X	119871832	119876662	HGNC:7683	NDUFA1
ENSG00000186471	q24	X	119895837	119920716	HGNC:24061	AKAP14
ENSG00000101882	q24	X	119920672	119943751	HGNC:29873	NKAP
ENSG00000282933	q24	X	119942834	119992810	HGNC:51612	RHOXF1P3
ENSG00000234493	q24	X	119978713	120025138	HGNC:51580	RHOXF1P1
ENSG00000282850	q24	X	119998087	120000088	HGNC:51611	RHOXF1P2
ENSG00000258545	q24	X	120036236	120146854	HGNC:51582	RHOXF1-AS1
ENSG00000203989	q24	X	120072264	120077690	HGNC:33519	RHOXF2B
ENSG00000101883	q24	X	120109051	120115913	HGNC:29993	RHOXF1
ENSG00000228139	q24	X	120117642	120119700	HGNC:50685	LINC01402
ENSG00000233382	q24	X	120120953	120245267	HGNC:26706	NKAPP1
ENSG00000131721	q24	X	120158613	120165630	HGNC:30011	RHOXF2
ENSG00000227541	q24	X	120202061	120202748	HGNC:51531	SFR1P1
ENSG00000237757	q24	X	120210461	120212680	HGNC:37906	EEF1A1P30
ENSG00000177485	q24	X	120250752	120258398	HGNC:16682	ZBTB33
ENSG00000125355	q24	X	120258650	120311556	HGNC:26086	TMEM255A
ENSG00000232042	q24	X	120273127	120273526		
ENSG00000101892	q24	X	120362085	120383249	HGNC:808	ATP1B4
ENSG00000005893	q24	X	120426148	120469365	HGNC:6501	LAMP2
ENSG00000251707	q24	X	120503037	120503096	HGNC:34133	RNU7-37P
ENSG00000158290	q24	X	120523858	120575794	HGNC:2555	CUL4B
ENSG00000232119	q24	X	120594010	120621159	HGNC:23357	MCTS1
ENSG00000171155	q24	X	120625674	120630054	HGNC:24338	C1GALT1C1
ENSG00000278317	q24	X	120709061	120709392	HGNC:54474	H3P46
ENSG00000181511	q24	X	120733094	120733396		
ENSG00000237828	q24	X	120868611	120869807	HGNC:8551	PA2G4P1
ENSG00000236446	q24	X	120872603	120875929	HGNC:33293	CT47B1
ENSG00000271346	q24	X	120876552	120876805		
ENSG00000278646	q24	X	120877496	120878924		
ENSG00000226685	q24	X	120930250	120932301	HGNC:33292	CT47A12
ENSG00000270678	q24	X	120932901	120933152		
ENSG00000226929	q24	X	120933840	120937158	HGNC:27397	CT47A11
ENSG00000270493	q24	X	120937762	120938015		
ENSG00000224089	q24	X	120938701	120942023	HGNC:33291	CT47A10
ENSG00000271154	q24	X	120942623	120942875		
ENSG00000226600	q24	X	120943561	120946883	HGNC:33290	CT47A9
ENSG00000271041	q24	X	120947483	120947735		
ENSG00000230347	q24	X	120948422	120951744	HGNC:33289	CT47A8
ENSG00000270397	q24	X	120952344	120952595		
ENSG00000228517	q24	X	120953282	120956600	HGNC:33288	CT47A7
ENSG00000271502	q24	X	120957227	120957479		
ENSG00000226023	q24	X	120958165	120961487	HGNC:33287	CT47A6
ENSG00000271211	q24	X	120962087	120962339		
ENSG00000237957	q24	X	120963026	120966348	HGNC:33286	CT47A5
ENSG00000270736	q24	X	120966948	120967199		
ENSG00000230594	q24	X	120967886	120971208	HGNC:33285	CT47A4
ENSG00000270771	q24	X	120971808	120972059		
ENSG00000236126	q24	X	120972746	120976068	HGNC:33284	CT47A3
ENSG00000270646	q24	X	120976668	120976919		
ENSG00000242362	q24	X	120977606	120980928	HGNC:33283	CT47A2
ENSG00000270456	q24	X	120981529	120981779		
ENSG00000236371	q24	X	120982476	120985788	HGNC:33282	CT47A1
ENSG00000270251	q24	X	120986388	120986639		
ENSG00000233433	q24	X	121024964	121026563		
ENSG00000182890	q24	X	121047610	121050094	HGNC:4336	GLUD2
ENSG00000287379	q24	X	121065882	121078538		
ENSG00000286163	q24	X	121093392	121298035		
ENSG00000234176	q24	X	121203182	121205014	HGNC:5245	HSPA8P1
ENSG00000265456	q24	X	121370972	121371053	HGNC:38957	MIR3672
ENSG00000213498	q25	X	121863698	121864196	HGNC:49304	TPT1P13
ENSG00000260585	q25	X	121871869	121876865		
ENSG00000237891	q25	X	122010976	122011612		
ENSG00000280142	q25	X	122242008	122242616		
ENSG00000287776	q25	X	122422006	122478043		
ENSG00000232496	q25	X	122538253	122539460	HGNC:36298	RPL3P12
ENSG00000212321	q25	X	122840426	122840645		
ENSG00000224236	q25	X	123116107	123117781	HGNC:35238	MRRFP1
ENSG00000125675	q25	X	123184153	123490915	HGNC:4573	GRIA3
ENSG00000179101	q25	X	123514473	123514872	HGNC:54475	H3P47
ENSG00000229733	q25	X	123558350	123558584		
ENSG00000228466	q25	X	123561642	123562966	HGNC:42340	TUBB4AP1
ENSG00000125676	q25	X	123600561	123733056	HGNC:19073	THOC2
ENSG00000232149	q25	X	123603139	123603931	HGNC:26443	FERP1
ENSG00000230376	q25	X	123765301	123765686	HGNC:38504	MEMO1P4
ENSG00000252178	q25	X	123772078	123772139	HGNC:34165	RNU7-69P
ENSG00000226902	q25	X	123785009	123785451	HGNC:39585	CHCHD2P1
ENSG00000264933	q25	X	123811331	123811587	HGNC:46206	RN7SL190P
ENSG00000199705	q25	X	123857062	123857163		
ENSG00000101966	q25	X	123859724	123913976	HGNC:592	XIAP
ENSG00000237331	q25	X	123872626	123873932	HGNC:40078	XIAP-AS1
ENSG00000252627	q25	X	123874459	123874565	HGNC:47085	RNU6-122P
ENSG00000237025	q25	X	123878590	123879296		
ENSG00000232412	q25	X	123959233	123961341		
ENSG00000101972	q25	X	123960212	124422664	HGNC:11355	STAG2
ENSG00000237426	q25	X	124173001	124174459	HGNC:38031	ZIK1P1
ENSG00000252693	q25	X	124197743	124197849		
ENSG00000234564	q25	X	124204499	124205806	HGNC:44936	HSPA8P20
ENSG00000183918	q25	X	124227868	124373197	HGNC:10820	SH2D1A
ENSG00000282419	q25	X	124246249	124336863	HGNC:52278	TEX13D
ENSG00000232054	q25	X	124280530	124281422	HGNC:45213	NPM1P34
ENSG00000226532	q25	X	124326175	124326258		
ENSG00000009694	q25	X	124375903	124963817	HGNC:8117	TENM1
ENSG00000236880	q25	X	124688504	124688838		
ENSG00000232599	q25	X	125203805	125204338		
ENSG00000282815	q25	X	125320120	125325214	HGNC:52277	TEX13C
ENSG00000213489	q25	X	125326897	125328021		
ENSG00000280223	q25	X	126004446	126006118		
ENSG00000237208	q25	X	126109762	126115562		
ENSG00000198354	q25	X	126163499	126166289	HGNC:32950	DCAF12L2
ENSG00000230916	q25	X	126471705	126472403	HGNC:52118	MTCO1P53
ENSG00000231501	q25	X	126472728	126472884	HGNC:31347	MTND4LP1
ENSG00000232177	q25	X	126472885	126473281	HGNC:42220	MTND4P24
ENSG00000274901	q25	X	126502867	126503155		
ENSG00000198889	q25	X	126549383	126552814	HGNC:29395	DCAF12L1
ENSG00000226414	q25	X	126729104	126730226	HGNC:52306	MTCYBP38
ENSG00000183631	q25	X	126819729	126821786	HGNC:34498	PRR32
ENSG00000230538	q25	X	127390342	127392526		
ENSG00000280275	q25	X	127392760	127394771		
ENSG00000274631	q25	X	127623410	127623530		
ENSG00000260683	q25	X	127660631	127662530		
ENSG00000235274	q25	X	127728734	127730858		
ENSG00000224548	q25	X	127796124	127796733		
ENSG00000225689	q25	X	128027322	129326707		
ENSG00000123165	q25	X	128050962	128052398	HGNC:24027	ACTRT1
ENSG00000236042	q25	X	128098032	128098529		
ENSG00000235334	q25	X	128122734	128123496	HGNC:51543	BTG3P1
ENSG00000235239	q25	X	128127090	128128212		
ENSG00000235735	q25	X	128313281	128314048	HGNC:36442	RPL7AP72
ENSG00000226802	q25	X	128440929	128441785		
ENSG00000218728	q25	X	128714506	128715790	HGNC:33414	KRT18P44
ENSG00000223995	q25	X	128838441	128838834	HGNC:36547	RPL32P35
ENSG00000234592	q25	X	129041536	129043183		
ENSG00000226339	q25	X	129408382	129408621	HGNC:35858	RPS26P56
ENSG00000201518	q25	X	129436530	129436647	HGNC:43413	RNA5SP513
ENSG00000102038	q26.1	X	129446501	129523500	HGNC:11097	SMARCA1
ENSG00000252170	q26.1	X	129518576	129518647		
ENSG00000122126	q26.1	X	129539849	129592561	HGNC:8108	OCRL
ENSG00000171388	q26.1	X	129645259	129654956	HGNC:16665	APLN
ENSG00000287024	q26.1	X	129675888	129678348		
ENSG00000122121	q26.1	X	129738974	129769536	HGNC:12823	XPNPEP2
ENSG00000122122	q26.1	X	129779949	129795201	HGNC:15975	SASH3
ENSG00000240143	q26.1	X	129794994	129796963		
ENSG00000275070	q26.1	X	129796491	129796783		
ENSG00000188706	q26.1	X	129803288	129843909	HGNC:18475	ZDHHC9
ENSG00000235189	q26.1	X	129869064	129957528		
ENSG00000238040	q26.1	X	129871309	129877567	HGNC:39819	SALL4P2
ENSG00000156697	q26.1	X	129906121	129929761	HGNC:10665	UTP14A
ENSG00000085185	q26.1	X	129981107	130058083	HGNC:25657	BCORL1
ENSG00000102034	q26.1	X	130063955	130110716	HGNC:3319	ELF4
ENSG00000156709	q26.1	X	130124666	130165879	HGNC:8768	AIFM1
ENSG00000286650	q26.1	X	130165954	130166905		
ENSG00000134594	q26.1	X	130171962	130184870	HGNC:9773	RAB33A
ENSG00000056277	q26.1	X	130202707	130268899	HGNC:25955	ZNF280C
ENSG00000202304	q26.1	X	130310072	130310178	HGNC:48093	RNU6-1130P
ENSG00000225046	q26.1	X	130330857	130331069		
ENSG00000102078	q26.1	X	130339888	130373361	HGNC:10984	SLC25A14
ENSG00000147262	q26.1	X	130384345	130385660	HGNC:19060	GPR119
ENSG00000134597	q26.1	X	130401987	130413656	HGNC:24282	RBMX2
ENSG00000274775	q26.1	X	130445085	130524257		
ENSG00000221930	q26.1	X	130494965	130496588	HGNC:30886	DENND10P1
ENSG00000287160	q26.1	X	130497785	130520309		
ENSG00000271677	q26.1	X	130545586	130546474		
ENSG00000165675	q26.1	X	130623369	130903317	HGNC:2259	ENOX2
ENSG00000238188	q26.1	X	130645723	130646325		
ENSG00000228659	q26.1	X	130981590	131058146	HGNC:49632	LINC01201
ENSG00000147256	q26.1	X	131058346	131089885	HGNC:26388	ARHGAP36
ENSG00000241198	q26.1	X	131134086	131134390	HGNC:46207	RN7SL191P
ENSG00000237650	q26.1	X	131204068	131205010	HGNC:31239	OR11Q1P
ENSG00000276205	q26.1	X	131221196	131221436		
ENSG00000147255	q26.2	X	131273506	131578899	HGNC:5948	IGSF1
ENSG00000185903	q26.2	X	131324391	131325313	HGNC:19582	OR11N1P
ENSG00000229082	q26.2	X	131341570	131342425	HGNC:15406	OR5AW1P
ENSG00000287806	q26.2	X	131385453	131407083		
ENSG00000242610	q26.2	X	131398072	131398957	HGNC:15407	OR5BH1P
ENSG00000234288	q26.2	X	131424301	131425239	HGNC:14750	OR1AA1P
ENSG00000230973	q26.2	X	131437055	131437670		
ENSG00000228450	q26.2	X	131492279	131492886		
ENSG00000171054	q26.2	X	131543976	131545056	HGNC:14755	OR13H1
ENSG00000237225	q26.2	X	131562729	131563846	HGNC:14721	OR13K1P
ENSG00000286060	q26.2	X	131578681	131611684		
ENSG00000232787	q26.2	X	131596121	131596987	HGNC:14827	OR7L1P
ENSG00000235730	q26.2	X	131619013	131619951	HGNC:14719	OR2AF1P
ENSG00000227183	q26.2	X	131646639	131646890	HGNC:31836	HDGFP1
ENSG00000213468	q26.2	X	131688779	131830862	HGNC:49627	FIRRE
ENSG00000241418	q26.2	X	131795657	131796167	HGNC:49629	MCRIP2P1
ENSG00000228089	q26.2	X	131803312	131803741	HGNC:49628	PNKDP1
ENSG00000235190	q26.2	X	131937670	131937853		
ENSG00000200587	q26.2	X	131938846	131938956	HGNC:43414	RNA5SP514
ENSG00000134602	q26.2	X	132023302	132075943	HGNC:18174	STK26
ENSG00000165694	q26.2	X	132076993	132128020	HGNC:8079	FRMD7
ENSG00000228819	q26.2	X	132130091	132131352		
ENSG00000123728	q26.2	X	132203024	132219480	HGNC:21165	RAP2C
ENSG00000232160	q26.2	X	132217053	132432862	HGNC:40957	RAP2C-AS1
ENSG00000076770	q26.2	X	132369317	132489968	HGNC:20564	MBNL3
ENSG00000206900	q26.2	X	132580117	132580223	HGNC:47061	RNU6-98P
ENSG00000171004	q26.2	X	132626016	132961395	HGNC:19133	HS6ST2
ENSG00000235849	q26.2	X	132667642	132669888	HGNC:40870	HS6ST2-AS1
ENSG00000227064	q26.2	X	132907279	132907575		
ENSG00000134588	q26.2	X	133024631	133097109	HGNC:13485	USP26
ENSG00000225949	q26.2	X	133141300	133143940		
ENSG00000207100	q26.2	X	133152754	133152892		
ENSG00000183434	q26.2	X	133216662	133218354	HGNC:24603	TFDP3
ENSG00000202199	q26.2	X	133238657	133238816	HGNC:48457	RNU1-115P
ENSG00000076716	q26.2	X	133300103	133415489	HGNC:4452	GPC4
ENSG00000206765	q26.2	X	133531723	133531826	HGNC:47166	RNU6-203P
ENSG00000147257	q26.2	X	133535745	133985594	HGNC:4451	GPC3
ENSG00000227008	q26.2	X	133670971	133671386		
ENSG00000233260	q26.2	X	133762796	133763683	HGNC:35581	RPSAP63
ENSG00000286096	q26.2	X	133897443	133897934	HGNC:52897	GPC3-AS1
ENSG00000232068	q26.2	X	133989443	133990086		
ENSG00000200572	q26.2	X	134142228	134142340		
ENSG00000224908	q26.2	X	134166682	134166932	HGNC:39212	TIMM8BP2
ENSG00000283638	q26.2	X	134168911	134174089		
ENSG00000284499	q26.2	X	134169378	134169452	HGNC:32023	MIR363
ENSG00000284538	q26.2	X	134169538	134169612	HGNC:31644	MIR92A2
ENSG00000284107	q26.2	X	134169671	134169766	HGNC:31576	MIR19B2
ENSG00000284043	q26.2	X	134169809	134169877	HGNC:32024	MIR20B
ENSG00000283931	q26.2	X	134170041	134170111	HGNC:32025	MIR18B
ENSG00000284157	q26.2	X	134170198	134170278	HGNC:31494	MIR106A
ENSG00000232664	q26.2	X	134204353	134205916	HGNC:44085	LARP1BP3
ENSG00000203952	q26.2	X	134237047	134246207	HGNC:37286	CCDC160
ENSG00000214961	q26.2	X	134272287	134273658		
ENSG00000156531	q26.2	X	134373312	134428791	HGNC:18145	PHF6
ENSG00000165704	q26.2	X	134460165	134520513	HGNC:5157	HPRT1
ENSG00000226107	q26.3	X	134522702	134522990		
ENSG00000216001	q26.3	X	134540185	134540262	HGNC:33642	MIR450B
ENSG00000199132	q26.3	X	134540341	134540431	HGNC:28008	MIR450A1
ENSG00000207755	q26.3	X	134540508	134540607	HGNC:32137	MIR450A2
ENSG00000207784	q26.3	X	134541341	134541437	HGNC:32534	MIR542
ENSG00000223749	q26.3	X	134543119	134546642	HGNC:28258	MIR503HG
ENSG00000208005	q26.3	X	134546328	134546398	HGNC:32138	MIR503
ENSG00000284231	q26.3	X	134546614	134546711	HGNC:31881	MIR424
ENSG00000227060	q26.3	X	134549770	134560399	HGNC:44262	LINC00629
ENSG00000170965	q26.3	X	134565838	134764322	HGNC:9044	PLAC1
ENSG00000235813	q26.3	X	134599457	134606254		
ENSG00000236509	q26.3	X	134607157	134607632	HGNC:36003	RPL21P133
ENSG00000237432	q26.3	X	134650830	134651411	HGNC:36147	RPS7P12
ENSG00000199920	q26.3	X	134760208	134760348	HGNC:46980	RNU4-44P
ENSG00000156504	q26.3	X	134769566	134797232	HGNC:30490	FAM122B
ENSG00000156500	q26.3	X	134796395	134854835	HGNC:25202	FAM122C
ENSG00000280249	q26.3	X	134799782	134799945		
ENSG00000101928	q26.3	X	134887632	134915257	HGNC:25235	MOSPD1
ENSG00000207081	q26.3	X	134918310	134918416	HGNC:47579	RNU6-616P
ENSG00000236091	q26.3	X	134949549	134953382	HGNC:53129	LINC02243
ENSG00000231929	q26.3	X	134961711	134962305	HGNC:39334	HMGB3P31
ENSG00000184785	q26.3	X	134990991	134992473	HGNC:41913	SMIM10
ENSG00000212747	q26.3	X	135020513	135022542	HGNC:33156	RTL8B
ENSG00000134590	q26.3	X	135032355	135033546	HGNC:2569	RTL8C
ENSG00000286964	q26.3	X	135037281	135040355		
ENSG00000203950	q26.3	X	135050932	135052196	HGNC:24514	RTL8A
ENSG00000228372	q26.3	X	135059685	135123952	HGNC:53137	SMIM10L2B-AS1
ENSG00000234228	q26.3	X	135075136	135076597	HGNC:35473	NCLP2
ENSG00000196972	q26.3	X	135094985	135098712	HGNC:34500	SMIM10L2B
ENSG00000224107	q26.3	X	135118955	135120526	HGNC:44269	ETDB
ENSG00000223809	q26.3	X	135123239	135123604		
ENSG00000232582	q26.3	X	135135149	135135770		
ENSG00000169551	q26.3	X	135156540	135171398	HGNC:26047	CT55
ENSG00000236491	q26.3	X	135180255	135194679		
ENSG00000228922	q26.3	X	135201731	135215232		
ENSG00000269833	q26.3	X	135236895	135237408		
ENSG00000186376	q26.3	X	135248920	135344109	HGNC:13145	ZNF75D
ENSG00000238210	q26.3	X	135252061	135253583	HGNC:53449	ETDA
ENSG00000274024	q26.3	X	135297046	135298585		
ENSG00000283644	q26.3	X	135309480	135309659	HGNC:53450	ETDC
ENSG00000284994	q26.3	X	135327758	135330743		
ENSG00000173275	q26.3	X	135344796	135363413	HGNC:21039	ZNF449
ENSG00000229015	q26.3	X	135396429	135397764		
ENSG00000178947	q26.3	X	135421944	135428075	HGNC:34499	SMIM10L2A
ENSG00000201440	q26.3	X	135428168	135428285	HGNC:43415	RNA5SP515
ENSG00000225769	q26.3	X	135432960	135438634	HGNC:33602	CROCCP1
ENSG00000273988	q26.3	X	135445897	135447368		
ENSG00000271158	q26.3	X	135464329	135465484		
ENSG00000225235	q26.3	X	135520083	135520674	HGNC:41180	INTS6L-AS1
ENSG00000165359	q26.3	X	135520643	135582510	HGNC:27334	INTS6L
ENSG00000237833	q26.3	X	135583651	135585160		
ENSG00000224539	q26.3	X	135598927	135615431	HGNC:51339	SAGE4P
ENSG00000277486	q26.3	X	135637623	135642756	HGNC:51338	SAGE3P
ENSG00000198022	q26.3	X	135673591	135686151	HGNC:51337	SAGE2P
ENSG00000274601	q26.3	X	135710095	135710377		
ENSG00000268940	q26.3	X	135713453	135723539	HGNC:33267	CT45A1
ENSG00000233861	q26.3	X	135730733	135732197	HGNC:51244	MGAT2P1
ENSG00000238200	q26.3	X	135751119	135752583	HGNC:51243	MGAT2P2
ENSG00000269096	q26.3	X	135759846	135768191	HGNC:33268	CT45A3
ENSG00000228836	q26.3	X	135777130	135785298	HGNC:33270	CT45A5
ENSG00000278289	q26.3	X	135794685	135802787	HGNC:33271	CT45A6
ENSG00000271449	q26.3	X	135811668	135820012	HGNC:28400	CT45A2
ENSG00000273696	q26.3	X	135829247	135837268	HGNC:51260	CT45A7
ENSG00000278085	q26.3	X	135846497	135854538	HGNC:51261	CT45A8
ENSG00000270946	q26.3	X	135863418	135871812	HGNC:51262	CT45A9
ENSG00000269586	q26.3	X	135881063	135889086	HGNC:51263	CT45A10
ENSG00000181433	q26.3	X	135889205	135913061	HGNC:30369	SAGE1
ENSG00000230162	q26.3	X	135942478	135947139	HGNC:51336	CT45A11P
ENSG00000169446	q26.3	X	135962070	135974063	HGNC:28100	MMGT1
ENSG00000198689	q26.3	X	135973841	136047269	HGNC:11079	SLC9A6
ENSG00000219930	q26.3	X	136077844	136078631	HGNC:4145	GAPDHP67
ENSG00000231513	q26.3	X	136097835	136098348	HGNC:51452	E2F6P4
ENSG00000239080	q26.3	X	136134317	136134420		
ENSG00000022267	q26.3	X	136146702	136211359	HGNC:3702	FHL1
ENSG00000129680	q26.3	X	136213220	136256482	HGNC:25742	MAP7D3
ENSG00000230079	q26.3	X	136295690	136300298	HGNC:50360	STK24P1
ENSG00000156920	q26.3	X	136300963	136416890	HGNC:18992	ADGRG4
ENSG00000102239	q26.3	X	136487947	136493780	HGNC:1113	BRS3
ENSG00000102241	q26.3	X	136497079	136512346	HGNC:5276	HTATSF1
ENSG00000102243	q26.3	X	136532215	136556807	HGNC:20985	VGLL1
ENSG00000216060	q26.3	X	136550878	136550960	HGNC:33677	MIR934
ENSG00000199424	q26.3	X	136571705	136571815		
ENSG00000252320	q26.3	X	136583240	136583345	HGNC:47283	RNU6-320P
ENSG00000233093	q26.3	X	136639539	136642429	HGNC:48578	LINC00892
ENSG00000102245	q26.3	X	136648158	136660390	HGNC:11935	CD40LG
ENSG00000129675	q26.3	X	136665547	136780932	HGNC:685	ARHGEF6
ENSG00000212510	q26.3	X	136773999	136774105	HGNC:47935	RNU6-972P
ENSG00000271339	q26.3	X	136788286	136788787		
ENSG00000231164	q26.3	X	136791064	136791780	HGNC:35588	RPL7P56
ENSG00000225125	q26.3	X	136807223	136807877	HGNC:39859	RANP4
ENSG00000202279	q26.3	X	136816477	136816574		
ENSG00000232611	q26.3	X	136840931	136847797		
ENSG00000225400	q26.3	X	136847384	136848034	HGNC:51547	RAB28P5
ENSG00000147274	q26.3	X	136848004	136880764	HGNC:9910	RBMX
ENSG00000206979	q26.3	X	136879199	136879271	HGNC:10218	SNORD61
ENSG00000234062	q26.3	X	136909369	137022143		
ENSG00000232379	q26.3	X	136947748	136948133	HGNC:53759	RPL22P23
ENSG00000237307	q26.3	X	136976417	136985705	HGNC:38164	SRRM1P3
ENSG00000165370	q26.3	X	137023929	137033995	HGNC:14963	GPR101
